state	value*	action*
38207 0.00000000 1
38208 0.00000000 1
38210 0.00000000 1
38211 0.00000000 1
38212 0.00000000 1
38214 0.00000000 1
38215 0.00000000 1
38216 0.00000000 1
38218 0.00000000 1
38220 0.00000000 1
38221 0.00000000 1
38222 0.00000000 1
38223 0.00000000 1
38224 0.00000000 1
38225 0.00000000 1
38226 0.00000000 1
38227 0.00000000 1
38230 0.00000000 1
38231 0.00000000 1
38232 0.00000000 1
38234 0.00000000 1
38235 0.00000000 1
38236 0.00000000 1
38239 0.00000000 1
38240 0.00000000 1
38241 0.00000000 1
38242 0.00000000 1
38243 0.00000000 1
38244 0.00000000 1
38246 0.00000000 1
38249 0.00000000 1
38251 0.00000000 1
38252 0.00000000 1
38253 0.00000000 1
38254 0.00000000 1
38258 0.00000000 1
38259 0.00000000 1
38260 0.00000000 1
38261 0.00000000 1
38262 0.00000000 1
38263 0.00000000 1
38264 0.00000000 1
38267 0.00000000 1
38268 0.00000000 1
38269 0.00000000 1
38271 0.00000000 1
38272 0.00000000 1
38273 0.00000000 1
38276 0.00000000 1
38277 0.00000000 1
38280 0.00000000 1
38281 0.00000000 1
38286 0.00000000 1
38288 0.00000000 1
38289 0.00000000 1
38290 0.00000000 1
38292 0.00000000 1
38293 0.00000000 1
38295 0.00000000 1
38296 0.00000000 1
38297 0.00000000 1
38298 0.00000000 1
38299 0.00000000 1
38301 0.00000000 1
38303 0.00000000 1
38304 0.00000000 1
38306 0.00000000 1
38307 0.00000000 1
38308 0.00000000 1
38309 0.00000000 1
38312 0.00000000 1
38313 0.00000000 1
38315 0.00000000 1
38316 0.00000000 1
38317 0.00000000 1
38318 0.00000000 1
38319 0.00000000 1
38321 0.00000000 1
38323 0.00000000 1
38325 0.00000000 1
38326 0.00000000 1
38327 0.00000000 1
38330 0.00000000 1
38332 0.00000000 1
38334 2.03836052 4
38335 0.00000000 1
38336 0.00000000 1
38337 0.00000000 1
38339 1762.71544369 5
38340 0.00000000 1
38341 0.00000000 1
38343 190.71447131 5
38345 0.00000000 1
38347 0.00000000 1
38348 2346.16824275 6
38349 2244.02378318 4
38350 23219.03710356 5
38351 23050.98622988 5
38352 820.18709195 6
38355 55569.55236383 5
38356 55291.67880584 4
38359 58790.26926156 3
38360 58709.08849897 5
38363 57150.63045633 4
38364 50473.68982268 5
38366 60991.59685923 4
38367 61929.91668222 5
38368 51706.85074063 4
38370 46715.89869944 3
38371 49001.10618938 6
38372 50923.30275884 4
38374 48343.51290851 3
38376 50829.10851193 6
38377 52371.50893885 6
38378 50959.50161218 3
38379 50801.48304225 3
38380 52468.52544362 5
38383 56577.85839144 5
38384 56625.49196044 4
38386 56457.41800680 6
38389 61368.76029087 5
38391 59639.38378034 5
38395 65719.02146656 4
38396 65514.53254362 5
38398 66156.59290117 5
38399 64381.59289788 5
38414 73358.35771055 5
38419 77244.19471925 5
38569 2832.81223641 6
38573 18988.16139238 4
38574 18988.16139165 4
38575 1638.78258807 3
38576 4138.87935362 6
38577 4960.90793488 3
38578 5195.04582467 4
38579 5563.35632192 3
38580 3692.08065814 6
38581 3343.78856354 4
38582 2459.64343662 6
38583 987.38901022 6
38584 706.24392066 5
38585 875.78718769 4
38586 1664.14517228 4
38587 2814.80449806 5
38589 2780.67029846 5
38590 2541.07275259 5
38594 5102.52515006 5
38595 4521.84701261 3
38598 1801.29090632 5
38599 1574.20971311 5
38602 3000.78516656 5
38603 3651.06695175 5
38605 5944.66164284 6
38606 5217.51167693 5
38607 7762.47999955 4
38609 0.00000000 1
38610 2341.83845724 4
38612 1806.24983382 5
38616 0.00000000 1
38617 1677.46263254 6
38619 0.00000000 1
38620 0.00000000 1
38621 1708.96976650 3
38624 0.00000000 1
38625 0.00000000 1
38626 0.00000000 1
38629 1646.53988849 5
38630 1695.01365731 4
38633 0.00000000 1
38635 0.00000000 1
38637 0.00000000 1
38638 0.00000000 1
38639 0.00000000 1
38640 0.00000000 1
38641 0.00000000 1
38642 0.00000000 1
38643 0.00000000 1
38644 0.00000000 1
38646 0.00000000 1
38647 0.00000000 1
38652 0.00000000 1
38653 0.00000000 1
38654 0.00000000 1
38655 0.00000000 1
38656 0.00000000 1
38657 0.00000000 1
38659 0.00000000 1
38660 0.00000000 1
38662 0.00000000 1
38664 0.00000000 1
38666 0.00000000 1
38667 0.00000000 1
38670 0.00000000 1
38672 0.00000000 1
38673 0.00000000 1
38674 0.00000000 1
38675 0.00000000 1
38676 0.00000000 1
38677 0.00000000 1
38678 0.00000000 1
38679 0.00000000 1
38680 0.00000000 1
38681 0.00000000 1
38683 0.00000000 1
38684 0.00000000 1
38686 0.00000000 1
38687 0.00000000 1
38688 0.00000000 1
38689 0.00000000 1
38690 0.00000000 1
38691 0.00000000 1
38693 0.00000000 1
38694 0.00000000 1
38697 0.00000000 1
38698 0.00000000 1
38699 0.00000000 1
38700 0.00000000 1
38701 0.00000000 1
38702 0.00000000 1
38703 0.00000000 1
38704 0.00000000 1
38705 0.00000000 1
38707 0.00000000 1
38710 0.00000000 1
38711 0.00000000 1
38712 0.00000000 1
38713 0.00000000 1
38714 0.00000000 1
38715 0.00000000 1
38716 0.00000000 1
38717 0.00000000 1
38718 0.00000000 1
38720 0.00000000 1
38721 0.00000000 1
38722 0.00000000 1
38723 0.00000000 1
38724 0.00000000 1
38725 0.00000000 1
38727 0.00000000 1
38730 0.00000000 1
38731 0.00000000 1
38732 0.00000000 1
38733 0.00000000 1
38734 0.00000000 1
38735 0.00000000 1
38737 0.00000000 1
38739 0.00000000 1
38740 0.00000000 1
38741 0.00000000 1
38742 0.00000000 1
38743 0.00000000 1
38744 0.00000000 1
38745 0.00000000 1
38749 0.00000000 1
38750 0.00000000 1
38751 0.00000000 1
38752 0.00000000 1
38753 0.00000000 1
38754 0.00000000 1
38755 0.00000000 1
38758 0.00000000 1
38759 0.00000000 1
38761 0.00000000 1
38762 0.00000000 1
38763 0.00000000 1
38764 0.00000000 1
38767 0.00000000 1
38768 0.00000000 1
38769 0.00000000 1
38770 0.00000000 1
38771 0.00000000 1
38772 0.00000000 1
38773 0.00000000 1
38776 0.00000000 1
38778 0.00000000 1
38779 0.00000000 1
38780 0.00000000 1
38783 0.00000000 1
38786 0.00000000 1
38787 0.00000000 1
38788 0.00000000 1
38789 0.00000000 1
38790 0.00000000 1
38792 0.00000000 1
38795 0.00000000 1
38798 0.00000000 1
38799 0.00000000 1
38800 0.00000000 1
38801 0.00000000 1
38802 0.00000000 1
38804 0.00000000 1
38806 0.00000000 1
38807 0.00000000 1
38808 0.00000000 1
38809 0.00000000 1
38810 0.00000000 1
38811 0.00000000 1
38815 0.00000000 1
38816 0.00000000 1
38817 0.00000000 1
38820 0.00000000 1
38825 0.00000000 1
38827 0.00000000 1
38830 0.00000000 1
38831 0.00000000 1
38834 49.88614103 4
38836 0.00000000 1
38839 1769.47919482 6
38840 0.00000000 1
38841 0.00000000 1
38843 0.00000000 1
38845 23393.20030634 5
38846 51470.08420706 5
38847 51020.42496271 3
38848 33555.38491886 5
38850 54809.56597230 6
38854 52316.60892354 6
38855 25796.08831689 3
38856 57374.05897782 5
38857 57716.86148342 5
38858 57803.48177168 5
38859 51166.15208332 5
38862 46807.82514654 4
38864 51615.77136303 5
38865 45538.85990065 5
38868 49549.14917223 5
38869 48169.25194848 6
38871 48927.92555414 5
38875 53566.36111523 6
38876 53445.58178855 4
38877 53485.16784181 3
38878 53215.11531690 4
38881 52447.83672701 3
38882 56572.12929609 5
38884 56628.93902445 4
38889 61662.60671248 5
38895 65705.33725985 5
38904 69665.43982502 5
38906 69541.81801502 3
38909 73352.62855916 5
39075 1476.92736300 3
39077 4343.50380540 3
39078 4343.44219268 5
39079 357.17836899 5
39080 4275.91003762 4
39082 3054.69302680 3
39083 1062.38901021 5
39084 3125.19701597 6
39085 2111.91776566 4
39086 3134.78204748 5
39087 1351.45197261 3
39088 5958.69243065 6
39089 6673.29347265 6
39090 2541.07275259 3
39092 4131.54991455 5
39094 2821.29495601 5
39095 1593.47954918 3
39096 1697.85760055 3
39098 1878.38139507 3
39102 3500.75543876 4
39105 6411.21650041 4
39107 7761.22365904 3
39108 2127.67325978 4
39109 2398.90853976 5
39110 2781.38585999 5
39111 2987.78308362 5
39112 2723.54761460 5
39113 3289.47697477 5
39114 1068.66506150 5
39115 6352.07594478 5
39117 10272.60313377 3
39118 10828.65312380 5
39120 2054.73089781 5
39123 0.00000000 1
39126 0.00000000 1
39127 0.00000000 1
39130 0.00000000 1
39131 0.00000000 1
39134 0.00000000 1
39135 0.00000000 1
39136 0.00000000 1
39138 0.00000000 1
39139 0.00000000 1
39147 0.00000000 1
39148 0.00000000 1
39151 0.00000000 1
39152 0.00000000 1
39153 0.00000000 1
39154 0.00000000 1
39155 0.00000000 1
39156 0.00000000 1
39157 0.00000000 1
39158 0.00000000 1
39161 0.00000000 1
39163 0.00000000 1
39164 0.00000000 1
39165 0.00000000 1
39166 0.00000000 1
39167 0.00000000 1
39169 0.00000000 1
39170 0.00000000 1
39172 0.00000000 1
39176 0.00000000 1
39177 0.00000000 1
39179 0.00000000 1
39180 0.00000000 1
39181 0.00000000 1
39183 0.00000000 1
39184 0.00000000 1
39185 0.00000000 1
39186 0.00000000 1
39187 0.00000000 1
39189 0.00000000 1
39190 0.00000000 1
39191 0.00000000 1
39193 0.00000000 1
39194 0.00000000 1
39196 0.00000000 1
39197 0.00000000 1
39198 0.00000000 1
39200 0.00000000 1
39203 0.00000000 1
39204 0.00000000 1
39207 0.00000000 1
39208 0.00000000 1
39209 0.00000000 1
39210 0.00000000 1
39212 0.00000000 1
39213 0.00000000 1
39214 0.00000000 1
39215 0.00000000 1
39216 0.00000000 1
39218 0.00000000 1
39219 0.00000000 1
39220 0.00000000 1
39221 0.00000000 1
39222 0.00000000 1
39223 0.00000000 1
39224 0.00000000 1
39225 0.00000000 1
39226 0.00000000 1
39228 0.00000000 1
39229 0.00000000 1
39230 0.00000000 1
39231 0.00000000 1
39232 0.00000000 1
39233 0.00000000 1
39234 0.00000000 1
39238 0.00000000 1
39239 0.00000000 1
39241 0.00000000 1
39242 0.00000000 1
39243 0.00000000 1
39245 0.00000000 1
39248 0.00000000 1
39249 0.00000000 1
39251 0.00000000 1
39252 0.00000000 1
39254 0.00000000 1
39258 0.00000000 1
39259 0.00000000 1
39260 0.00000000 1
39261 0.00000000 1
39262 0.00000000 1
39263 0.00000000 1
39264 0.00000000 1
39266 0.00000000 1
39267 0.00000000 1
39268 0.00000000 1
39269 0.00000000 1
39270 0.00000000 1
39271 0.00000000 1
39273 0.00000000 1
39277 0.00000000 1
39278 0.00000000 1
39280 0.00000000 1
39281 0.00000000 1
39282 0.00000000 1
39288 0.00000000 1
39290 0.00000000 1
39292 0.00000000 1
39294 0.00000000 1
39296 0.00000000 1
39297 0.00000000 1
39298 0.00000000 1
39299 0.00000000 1
39300 0.00000000 1
39303 0.00000000 1
39307 0.00000000 1
39308 0.00000000 1
39309 0.00000000 1
39316 0.00000000 1
39317 0.00000000 1
39318 0.00000000 1
39321 0.00000000 1
39322 0.00000000 1
39324 0.00000000 1
39326 0.00000000 1
39329 1064.42247208 4
39330 1175.82466967 4
39331 0.00000000 1
39332 0.00000000 1
39333 43.90332099 5
39334 68.90332099 4
39335 21089.63866606 5
39336 0.00000000 1
39337 0.00000000 1
39338 31534.97618883 5
39339 30977.87606114 5
39340 50884.49681376 6
39341 19933.05861694 5
39343 448.90233025 4
39344 47602.18511835 5
39345 51742.97227636 5
39346 51647.63020055 3
39347 53692.94946751 5
39348 54525.92530113 5
39349 54809.56777846 6
39350 55311.88230679 5
39352 41578.12487943 6
39353 52662.84378595 3
39354 48278.45697207 5
39355 47299.31641502 5
39356 42667.47541356 5
39357 57328.90932041 5
39358 57822.30963692 4
39359 45450.81509109 5
39361 43186.89310517 3
39362 45412.95878889 5
39364 45699.29014572 4
39365 50656.69133829 5
39367 48062.16749556 4
39368 49549.14917092 3
39369 50023.59913048 4
39372 53588.52458699 5
39373 53650.46836024 4
39375 53644.13158618 5
39379 58676.41113854 5
39380 58454.07866814 5
39385 62393.77146023 5
39386 62406.94133251 5
39387 62212.36911118 5
39389 62822.05109871 5
39396 65926.37224553 6
39400 69646.10354803 5
39572 22978.55785042 7
39580 4461.22249396 3
39582 762.01391190 5
39584 19987.53831681 5
39585 2432.84577721 5
39586 4441.86076255 5
39587 5720.69624956 5
39588 6340.77065025 5
39589 7223.17048684 5
39590 4897.86234807 5
39591 4276.50678480 6
39592 4492.49723960 3
39593 3982.33207101 5
39594 1324.14236677 4
39595 1141.34425224 3
39596 2358.56567842 6
39597 2305.78658166 3
39598 2323.96470390 5
39600 3962.16892834 5
39601 3962.16892834 5
39604 6386.21650041 3
39608 2986.22622279 3
39609 2080.85248350 6
39610 2635.99195966 3
39613 4649.08108067 5
39614 4189.81133809 5
39616 7182.41564991 5
39617 10297.60313376 4
39619 0.00000000 1
39621 3706.55580236 4
39622 2874.11652144 5
39627 0.00000000 1
39628 2630.81663400 5
39630 0.00000000 1
39631 5063.11908497 6
39634 0.00000000 1
39635 0.00000000 1
39636 0.00000000 1
39637 0.00000000 1
39638 0.00000000 1
39640 2817.52669570 3
39641 0.00000000 1
39643 0.00000000 1
39646 0.00000000 1
39647 0.00000000 1
39648 0.00000000 1
39649 0.00000000 1
39650 0.00000000 1
39651 0.00000000 1
39653 0.00000000 1
39657 0.00000000 1
39658 0.00000000 1
39659 0.00000000 1
39662 0.00000000 1
39663 0.00000000 1
39664 0.00000000 1
39665 0.00000000 1
39666 0.00000000 1
39667 0.00000000 1
39668 0.00000000 1
39669 0.00000000 1
39672 0.00000000 1
39673 0.00000000 1
39674 0.00000000 1
39675 0.00000000 1
39676 0.00000000 1
39677 0.00000000 1
39681 0.00000000 1
39683 0.00000000 1
39684 0.00000000 1
39686 0.00000000 1
39687 0.00000000 1
39688 0.00000000 1
39690 0.00000000 1
39691 0.00000000 1
39693 0.00000000 1
39694 0.00000000 1
39695 0.00000000 1
39696 0.00000000 1
39697 0.00000000 1
39699 0.00000000 1
39700 0.00000000 1
39702 0.00000000 1
39704 0.00000000 1
39705 0.00000000 1
39706 0.00000000 1
39707 0.00000000 1
39708 0.00000000 1
39709 0.00000000 1
39710 0.00000000 1
39711 0.00000000 1
39712 0.00000000 1
39713 0.00000000 1
39714 0.00000000 1
39717 0.00000000 1
39718 0.00000000 1
39720 0.00000000 1
39721 0.00000000 1
39722 0.00000000 1
39724 0.00000000 1
39727 0.00000000 1
39728 0.00000000 1
39729 0.00000000 1
39730 0.00000000 1
39731 0.00000000 1
39732 0.00000000 1
39733 0.00000000 1
39734 0.00000000 1
39739 0.00000000 1
39740 0.00000000 1
39741 0.00000000 1
39742 0.00000000 1
39743 0.00000000 1
39744 0.00000000 1
39746 0.00000000 1
39748 0.00000000 1
39749 0.00000000 1
39750 0.00000000 1
39751 0.00000000 1
39752 0.00000000 1
39753 0.00000000 1
39754 0.00000000 1
39756 0.00000000 1
39757 0.00000000 1
39758 0.00000000 1
39759 0.00000000 1
39760 0.00000000 1
39761 0.00000000 1
39763 0.00000000 1
39766 0.00000000 1
39768 0.00000000 1
39769 0.00000000 1
39770 0.00000000 1
39771 0.00000000 1
39772 0.00000000 1
39774 0.00000000 1
39777 0.00000000 1
39778 0.00000000 1
39779 0.00000000 1
39780 0.00000000 1
39782 0.00000000 1
39784 0.00000000 1
39785 0.00000000 1
39786 0.00000000 1
39788 0.00000000 1
39789 0.00000000 1
39790 0.00000000 1
39791 0.00000000 1
39793 0.00000000 1
39797 0.00000000 1
39798 0.00000000 1
39799 0.00000000 1
39802 0.00000000 1
39806 0.00000000 1
39807 0.00000000 1
39808 0.00000000 1
39810 0.00000000 1
39814 0.00000000 1
39815 0.00000000 1
39818 0.00000000 1
39820 0.00000000 1
39821 0.00000000 1
39822 0.00000000 1
39823 0.00000000 1
39829 1298.13701895 3
39830 47005.19931149 6
39831 16946.93231723 5
39832 0.00000000 1
39833 0.00000000 1
39836 47870.34505792 4
39837 49357.14435249 5
39839 31534.97619081 5
39840 52059.99238116 5
39841 50959.49681375 3
39845 43997.25611407 5
39846 53672.20301461 3
39847 54273.86586213 5
39848 53924.74485979 5
39849 48089.88916666 3
39852 41657.14183177 6
39853 41300.71409377 6
39855 42873.62413107 6
39857 45228.53252691 5
39858 46713.76227025 5
39861 45350.70717758 5
39863 50720.63714681 5
39865 50630.10405688 4
39867 50439.59797997 3
39869 55690.18098213 5
39870 55544.10371916 5
39871 48717.98370767 4
39875 59243.84223783 5
39876 59256.79643907 5
39877 59070.97594869 5
39879 59649.88876606 5
39886 62536.94188245 4
39890 66100.44000467 5
39895 66157.16783377 5
40086 2222.21928443 3
40088 6340.77065025 3
40089 5597.66055261 4
40090 4874.12617705 3
40091 5223.40684024 3
40093 3982.33207101 3
40094 1574.58373066 5
40095 4103.60058034 6
40096 3306.85687061 5
40097 4006.18140223 5
40098 3352.24438680 6
40100 3906.16843000 5
40104 4272.52739401 5
40106 2692.50985947 5
40113 5262.81170163 6
40115 8292.04299628 5
40117 7184.75592891 6
40118 2538.53593981 5
40119 3425.50809159 6
40120 3799.39854815 5
40121 4037.86114181 5
40122 3883.62915345 5
40123 4218.44311382 5
40125 1892.66498256 5
40126 8579.75781485 5
40127 2913.80492601 4
40128 13000.05107804 5
40129 11832.85387222 5
40131 3352.70860133 5
40132 5535.31157735 3
40133 1611.16845078 5
40134 0.00000000 1
40138 0.00000000 1
40140 0.00000000 1
40141 0.00000000 1
40144 0.00000000 1
40145 0.00000000 1
40146 0.00000000 1
40147 0.00000000 1
40148 0.00000000 1
40149 0.00000000 1
40151 4099.85906453 6
40152 0.00000000 1
40154 0.00000000 1
40157 0.00000000 1
40158 0.00000000 1
40160 0.00000000 1
40161 0.00000000 1
40162 0.00000000 1
40163 0.00000000 1
40164 0.00000000 1
40165 0.00000000 1
40168 0.00000000 1
40169 0.00000000 1
40171 0.00000000 1
40172 0.00000000 1
40173 0.00000000 1
40174 0.00000000 1
40175 0.00000000 1
40177 0.00000000 1
40178 0.00000000 1
40179 0.00000000 1
40180 0.00000000 1
40182 0.00000000 1
40183 0.00000000 1
40184 0.00000000 1
40185 0.00000000 1
40186 0.00000000 1
40188 0.00000000 1
40192 0.00000000 1
40194 0.00000000 1
40195 0.00000000 1
40196 0.00000000 1
40197 0.00000000 1
40198 0.00000000 1
40199 0.00000000 1
40202 0.00000000 1
40203 0.00000000 1
40205 0.00000000 1
40206 0.00000000 1
40207 0.00000000 1
40208 0.00000000 1
40209 0.00000000 1
40210 0.00000000 1
40211 0.00000000 1
40213 0.00000000 1
40214 0.00000000 1
40216 0.00000000 1
40217 0.00000000 1
40218 0.00000000 1
40219 0.00000000 1
40220 0.00000000 1
40221 0.00000000 1
40227 0.00000000 1
40228 0.00000000 1
40229 0.00000000 1
40230 0.00000000 1
40231 0.00000000 1
40232 0.00000000 1
40235 0.00000000 1
40237 0.00000000 1
40238 0.00000000 1
40239 0.00000000 1
40242 0.00000000 1
40246 0.00000000 1
40247 0.00000000 1
40248 0.00000000 1
40249 0.00000000 1
40250 0.00000000 1
40252 0.00000000 1
40253 0.00000000 1
40256 0.00000000 1
40257 0.00000000 1
40258 0.00000000 1
40259 0.00000000 1
40261 0.00000000 1
40266 0.00000000 1
40269 0.00000000 1
40271 0.00000000 1
40272 0.00000000 1
40273 0.00000000 1
40274 0.00000000 1
40275 0.00000000 1
40276 0.00000000 1
40278 0.00000000 1
40279 0.00000000 1
40281 0.00000000 1
40286 0.00000000 1
40287 0.00000000 1
40288 0.00000000 1
40289 0.00000000 1
40290 0.00000000 1
40291 0.00000000 1
40298 0.00000000 1
40300 0.00000000 1
40303 0.00000000 1
40304 0.00000000 1
40305 0.00000000 1
40307 0.00000000 1
40308 0.00000000 1
40310 0.00000000 1
40312 0.00000000 1
40314 0.00000000 1
40316 0.00000000 1
40319 558.46423791 3
40320 14545.77397879 4
40321 0.00000000 1
40323 0.00000000 1
40325 18817.45451701 5
40326 0.00000000 1
40327 45558.94322929 5
40328 28527.02472122 5
40329 27331.43132390 5
40330 47327.21384380 3
40333 214.34968483 4
40334 42623.29944910 3
40335 47762.59294342 5
40336 50837.42289161 5
40337 50439.53468914 5
40338 51349.59228712 5
40339 50959.52326757 3
40342 36950.75576813 5
40343 47983.11902117 3
40344 44798.14491810 5
40346 39567.06309474 5
40347 42188.12772483 6
40348 53663.81589036 6
40349 42881.31006768 6
40351 41708.10094289 5
40353 47825.98060692 5
40354 47590.09466345 6
40355 47832.53914849 6
40356 47294.27204004 5
40357 47243.42021202 6
40358 46940.27606164 3
40359 46640.61520716 4
40362 50622.45729073 5
40364 50667.45879350 5
40367 56073.38320679 5
40369 55712.97948644 5
40370 55500.59900675 5
40384 62824.30944208 5
40583 24424.79773728 7
40590 785.38401337 5
40591 6266.67575048 3
40593 1479.84019127 6
40595 20990.82979812 6
40596 3553.59425210 6
40597 3474.05447191 4
40598 6095.05750824 5
40599 8335.24138646 5
40600 8799.17769143 4
40601 6994.60803738 5
40602 6372.00997511 6
40603 5751.05546432 5
40604 5513.76413224 4
40605 2232.55041687 3
40606 2033.94213766 3
40607 4624.39900493 6
40608 3737.81780491 4
40609 3418.06830854 4
40611 5301.69604103 6
40612 5825.11319080 5
40615 5742.57129029 5
40616 8047.16547525 3
40619 4021.25460317 6
40624 5024.59764838 5
40625 5908.75975450 5
40626 5928.27233253 5
40627 8871.88941182 5
40628 5109.26150501 6
40630 0.00000000 1
40631 4218.66552983 5
40634 5438.34126010 5
40635 5365.69087354 5
40636 3091.02924283 5
40639 4153.42957267 4
40641 0.00000000 1
40642 7400.43549484 5
40643 7860.36112252 4
40645 0.00000000 1
40649 0.00000000 1
40652 0.00000000 1
40653 0.00000000 1
40656 0.00000000 1
40657 0.00000000 1
40658 0.00000000 1
40659 0.00000000 1
40660 0.00000000 1
40661 0.00000000 1
40663 0.00000000 1
40668 0.00000000 1
40669 0.00000000 1
40670 0.00000000 1
40672 0.00000000 1
40673 0.00000000 1
40674 0.00000000 1
40675 0.00000000 1
40676 0.00000000 1
40679 0.00000000 1
40683 0.00000000 1
40684 0.00000000 1
40685 0.00000000 1
40686 0.00000000 1
40687 0.00000000 1
40688 0.00000000 1
40689 0.00000000 1
40690 0.00000000 1
40691 0.00000000 1
40693 0.00000000 1
40694 0.00000000 1
40695 0.00000000 1
40696 0.00000000 1
40700 0.00000000 1
40702 0.00000000 1
40703 0.00000000 1
40705 0.00000000 1
40706 0.00000000 1
40707 0.00000000 1
40708 0.00000000 1
40712 0.00000000 1
40713 0.00000000 1
40714 0.00000000 1
40716 0.00000000 1
40717 0.00000000 1
40720 0.00000000 1
40721 0.00000000 1
40723 0.00000000 1
40724 0.00000000 1
40725 0.00000000 1
40727 0.00000000 1
40728 0.00000000 1
40731 0.00000000 1
40734 0.00000000 1
40736 0.00000000 1
40738 0.00000000 1
40739 0.00000000 1
40740 0.00000000 1
40741 0.00000000 1
40745 0.00000000 1
40747 0.00000000 1
40750 0.00000000 1
40751 0.00000000 1
40752 0.00000000 1
40753 0.00000000 1
40757 0.00000000 1
40758 0.00000000 1
40761 0.00000000 1
40763 0.00000000 1
40764 0.00000000 1
40765 0.00000000 1
40766 0.00000000 1
40767 0.00000000 1
40768 0.00000000 1
40770 0.00000000 1
40772 0.00000000 1
40774 0.00000000 1
40776 0.00000000 1
40777 0.00000000 1
40778 0.00000000 1
40779 0.00000000 1
40781 0.00000000 1
40782 0.00000000 1
40787 0.00000000 1
40793 0.00000000 1
40794 0.00000000 1
40795 0.00000000 1
40796 0.00000000 1
40797 0.00000000 1
40800 0.00000000 1
40804 0.00000000 1
40805 0.00000000 1
40810 0.00000000 1
40811 0.00000000 1
40813 0.00000000 1
40815 16529.23700017 5
40817 26142.45096556 6
40818 25665.61418851 5
40819 43232.09663607 4
40820 43837.50275968 5
40821 14132.32104815 5
40822 62.05466290 5
40823 0.00000000 1
40825 44600.51819800 5
40826 45496.07043780 4
40827 47788.33596345 5
40828 47885.70835829 5
40830 48951.21035959 5
40834 40497.57846747 5
40835 40777.54101421 4
40836 50921.70244720 4
40837 49645.72703067 4
40838 50101.22654794 4
40839 40186.38120468 5
40841 37836.58491660 4
40842 36743.16337310 4
40845 44911.46008172 4
40851 47507.07175421 6
40853 47742.57443628 5
40854 47628.45501154 4
40858 52886.89006811 5
40859 52761.88048837 5
40861 44622.71801992 5
40864 56239.25253180 5
40865 56177.92883416 6
40866 56253.10087718 5
40868 56624.31308395 5
40874 59658.09396998 5
40876 59183.87062814 5
40879 62677.29509648 5
41095 21065.82980717 5
41100 7871.73597551 4
41101 6179.35505865 4
41102 7430.90890212 4
41105 1310.37068751 5
41106 3255.90440211 4
41107 4724.39900491 4
41108 4987.54425961 5
41109 5105.50008208 6
41111 5828.22623819 5
41112 5744.44530225 3
41114 5380.31335619 5
41116 6130.14435043 5
41118 3320.08269152 6
41119 3269.93376080 5
41121 3390.17720796 6
41124 7581.55856593 5
41127 10600.70612886 5
41128 9809.58864394 5
41129 3945.89712164 4
41130 3568.39808359 4
41131 5284.16881522 6
41132 4860.42531384 5
41133 5634.10762519 5
41134 4649.84734133 5
41135 5452.24755559 6
41136 3091.02924283 3
41138 10209.05211126 5
41140 14663.10354762 5
41142 0.00000000 1
41143 5122.14101159 5
41145 2502.62954665 5
41146 0.00000000 1
41149 0.00000000 1
41150 4174.85906451 3
41151 6127.66894126 6
41153 0.00000000 1
41154 10105.33014029 6
41156 0.00000000 1
41157 0.00000000 1
41162 6219.10585257 6
41164 0.00000000 1
41165 0.00000000 1
41167 0.00000000 1
41169 0.00000000 1
41171 0.00000000 1
41173 0.00000000 1
41179 0.00000000 1
41180 0.00000000 1
41181 0.00000000 1
41182 0.00000000 1
41183 0.00000000 1
41185 0.00000000 1
41186 0.00000000 1
41187 0.00000000 1
41188 0.00000000 1
41191 0.00000000 1
41194 0.00000000 1
41196 0.00000000 1
41197 0.00000000 1
41198 0.00000000 1
41199 0.00000000 1
41201 0.00000000 1
41202 0.00000000 1
41205 0.00000000 1
41206 0.00000000 1
41208 0.00000000 1
41210 0.00000000 1
41211 0.00000000 1
41213 0.00000000 1
41216 0.00000000 1
41219 0.00000000 1
41220 0.00000000 1
41222 0.00000000 1
41224 0.00000000 1
41225 0.00000000 1
41227 0.00000000 1
41228 0.00000000 1
41230 0.00000000 1
41233 0.00000000 1
41234 0.00000000 1
41236 0.00000000 1
41239 0.00000000 1
41240 0.00000000 1
41242 0.00000000 1
41243 0.00000000 1
41244 0.00000000 1
41245 0.00000000 1
41247 0.00000000 1
41250 0.00000000 1
41251 0.00000000 1
41254 0.00000000 1
41256 0.00000000 1
41257 0.00000000 1
41259 0.00000000 1
41261 0.00000000 1
41263 0.00000000 1
41264 0.00000000 1
41265 0.00000000 1
41266 0.00000000 1
41267 0.00000000 1
41268 0.00000000 1
41270 0.00000000 1
41271 0.00000000 1
41276 0.00000000 1
41283 0.00000000 1
41284 0.00000000 1
41285 0.00000000 1
41286 0.00000000 1
41289 0.00000000 1
41290 0.00000000 1
41293 0.00000000 1
41294 0.00000000 1
41299 0.00000000 1
41300 0.00000000 1
41301 0.00000000 1
41302 0.00000000 1
41305 0.00000000 1
41308 40072.66317155 5
41309 11922.75809551 3
41310 11523.58411369 5
41311 0.00000000 1
41312 0.00000000 1
41314 41576.94631788 5
41315 41945.12715993 5
41316 41560.61856234 6
41318 25244.82305739 5
41319 45981.74409529 5
41323 38377.70645001 5
41324 38249.97214377 4
41325 47880.61425606 5
41326 47317.43201664 4
41327 46181.28979489 6
41328 47151.64056272 5
41329 47176.64056363 4
41330 33666.35195376 6
41331 32944.68357519 4
41332 43069.44513148 4
41333 41865.03266013 5
41336 39027.24992448 4
